19/12/2017,S
18/12/2017,S
15/12/2017,"$ 4.495,00"
14/12/2017,S
13/12/2017,S
12/12/2017,"$ 4.560,00"
11/12/2017,"$ 4.500,00"
07/12/2017,"$ 4.570,00"
06/12/2017,S
05/12/2017,"$ 4.700,00"
04/12/2017,"$ 4.620,00"
01/12/2017,"$ 4.570,00"
30/11/2017,"$ 4.555,00"
29/11/2017,"$ 4.600,00"
28/11/2017,"$ 4.490,00"
27/11/2017,"$ 4.500,00"
24/11/2017,"$ 4.510,00"
23/11/2017,"$ 4.555,00"
22/11/2017,"$ 4.555,00"
21/11/2017,"$ 4.510,00"
17/11/2017,"$ 4.500,00"
16/11/2017,"$ 4.450,00"
15/11/2017,"$ 4.420,00"
14/11/2017,S
13/11/2017,S
10/11/2017,"$ 4.475,00"
09/11/2017,"$ 4.410,00"
08/11/2017,"$ 4.465,00"
07/11/2017,"$ 4.475,00"
06/11/2017,"$ 4.440,00"
03/11/2017,"$ 4.465,00"
02/11/2017,"$ 4.495,00"
01/11/2017,"$ 4.470,00"
31/10/2017,"$ 4.425,00"
30/10/2017,"$ 4.425,00"
27/10/2017,"$ 4.420,00"
26/10/2017,"$ 4.380,00"
25/10/2017,"$ 4.400,00"
24/10/2017,"$ 4.400,00"
23/10/2017,"$ 4.370,00"
20/10/2017,S
19/10/2017,"$ 4.400,00"
18/10/2017,S
17/10/2017,S
13/10/2017,"$ 4.450,00"
12/10/2017,"$ 4.450,00"
11/10/2017,"$ 4.400,00"
10/10/2017,"$ 4.400,00"
09/10/2017,S
06/10/2017,"$ 4.400,00"
05/10/2017,"$ 4.400,00"
04/10/2017,"$ 4.375,00"
03/10/2017,"$ 4.390,00"
02/10/2017,"$ 4.350,00"
29/09/2017,"$ 4.380,00"
28/09/2017,"$ 4.400,00"
27/09/2017,"$ 4.400,00"
26/09/2017,"$ 4.400,00"
25/09/2017,"$ 4.400,00"
22/09/2017,"$ 4.400,00"
21/09/2017,"$ 4.350,00"
20/09/2017,"$ 4.300,00"
19/09/2017,"$ 4.250,00"
18/09/2017,"$ 4.275,00"
15/09/2017,S
14/09/2017,"$ 4.310,00"
13/09/2017,"$ 4.300,00"
12/09/2017,"$ 4.200,00"
11/09/2017,"$ 4.250,00"
08/09/2017,S
07/09/2017,S
06/09/2017,"$ 4.400,00"
05/09/2017,"$ 4.370,00"
04/09/2017,"$ 4.300,00"
01/09/2017,"$ 4.300,00"
31/08/2017,"$ 4.305,00"
30/08/2017,"$ 4.300,00"
29/08/2017,"$ 4.300,00"
28/08/2017,"$ 4.290,00"
25/08/2017,"$ 4.300,00"
24/08/2017,"$ 4.310,00"
23/08/2017,"$ 4.260,00"
22/08/2017,"$ 4.270,00"
18/08/2017,"$ 4.250,00"
17/08/2017,"$ 4.200,00"
16/08/2017,"$ 4.100,00"
15/08/2017,S
14/08/2017,S
11/08/2017,"$ 4.230,00"
10/08/2017,"$ 4.200,00"
09/08/2017,"$ 4.400,00"
08/08/2017,"$ 4.410,00"
07/08/2017,"$ 4.350,00"
04/08/2017,"$ 4.300,00"
03/08/2017,"$ 4.300,00"
02/08/2017,"$ 4.300,00"
01/08/2017,"$ 4.230,00"
31/07/2017,"$ 4.400,00"
28/07/2017,"$ 4.470,00"
27/07/2017,"$ 4.400,00"
26/07/2017,"$ 4.330,00"
25/07/2017,"$ 4.250,00"
24/07/2017,"$ 4.300,00"
21/07/2017,"$ 4.280,00"
20/07/2017,"$ 4.290,00"
19/07/2017,"$ 4.260,00"
18/07/2017,"$ 4.160,00"
17/07/2017,"$ 4.040,00"
14/07/2017,"$ 4.060,00"
13/07/2017,"$ 3.980,00"
12/07/2017,"$ 4.150,00"
11/07/2017,"$ 4.200,00"
10/07/2017,"$ 4.200,00"
07/07/2017,"$ 4.125,00"
06/07/2017,"$ 4.090,00"
05/07/2017,"$ 4.010,00"
04/07/2017,"$ 3.985,00"
03/07/2017,"$ 4.000,00"
30/06/2017,"$ 3.880,00"
29/06/2017,"$ 3.700,00"
28/06/2017,"$ 3.670,00"
27/06/2017,"$ 3.710,00"
26/06/2017,"$ 3.675,00"
23/06/2017,"$ 3.670,00"
22/06/2017,"$ 3.670,00"
21/06/2017,"$ 3.720,00"
19/06/2017,"$ 3.710,00"
16/06/2017,"$ 3.750,00"
15/06/2017,"$ 3.790,00"
14/06/2017,"$ 3.800,00"
13/06/2017,"$ 3.800,00"
12/06/2017,"$ 3.830,00"
09/06/2017,"$ 3.900,00"
08/06/2017,"$ 4.000,00"
07/06/2017,"$ 3.990,00"
06/06/2017,"$ 4.000,00"
05/06/2017,"$ 3.940,00"
02/06/2017,"$ 3.905,00"
01/06/2017,"$ 3.900,00"
31/05/2017,"$ 3.850,00"
30/05/2017,"$ 3.850,00"
29/05/2017,"$ 3.850,00"
26/05/2017,"$ 3.890,00"
24/05/2017,"$ 3.950,00"
23/05/2017,"$ 3.950,00"
22/05/2017,"$ 4.000,00"
19/05/2017,"$ 3.900,00"
18/05/2017,"$ 3.870,00"
17/05/2017,"$ 3.880,00"
16/05/2017,"$ 3.820,00"
15/05/2017,"$ 3.770,00"
12/05/2017,"$ 3.710,00"
11/05/2017,"$ 3.715,00"
10/05/2017,"$ 3.765,00"
09/05/2017,"$ 3.750,00"
08/05/2017,"$ 3.660,00"
05/05/2017,"$ 3.725,00"
04/05/2017,"$ 3.705,00"
03/05/2017,"$ 3.690,00"
02/05/2017,"$ 3.640,00"
28/04/2017,"$ 3.625,00"
27/04/2017,"$ 3.700,00"
26/04/2017,"$ 3.700,00"
25/04/2017,"$ 3.675,00"
24/04/2017,"$ 3.660,00"
21/04/2017,"$ 3.620,00"
20/04/2017,"$ 3.600,00"
19/04/2017,"$ 3.600,00"
18/04/2017,"$ 3.505,00"
17/04/2017,"$ 3.490,00"
12/04/2017,S
11/04/2017,"$ 3.520,00"
10/04/2017,"$ 3.590,00"
07/04/2017,S
06/04/2017,"$ 3.500,00"
05/04/2017,"$ 3.630,00"
04/04/2017,"$ 3.550,00"
03/04/2017,"$ 3.480,00"
31/03/2017,"$ 3.450,00"
30/03/2017,"$ 3.540,00"
29/03/2017,"$ 3.530,00"
